id	label	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. co-authored pubs>
grid.14848.31	University of Montreal	http://en.wikipedia.org/wiki/Universit%C3%A9_de_Montr%C3%A9al	0.1166	0.0845	14	1737	20117	35010
grid.14925.3b	Institut Gustave Roussy	https://en.wikipedia.org/wiki/Institut_Gustave_Roussy	1.116	-0.0652	8	1167	5642	8074
grid.150338.c	University Hospital of Geneva	https://en.wikipedia.org/wiki/Geneva_University_Hospitals	0.831	-0.0286	3	1265	7173	12583
grid.15043.33	University of Lleida	http://en.wikipedia.org/wiki/University_of_Lleida	1.0008	0.2284	7	764	2179	4101
grid.15078.3b	Jacobs University	http://en.wikipedia.org/wiki/Jacobs_University_Bremen	0.4419	-0.2285	3	943	2431	4127
grid.15140.31	École Normale Supérieure de Lyon	http://en.wikipedia.org/wiki/%C3%89cole_normale_sup%C3%A9rieure_de_Lyon	0.8822	-0.1142	8	1117	2178	3169
grid.152326.1	Vanderbilt University	http://en.wikipedia.org/wiki/Vanderbilt_University	-0.2358	0.7295	1	1755	20720	36099
grid.15276.37	University of Florida	http://en.wikipedia.org/wiki/University_of_Florida	-0.3831	0.524	1	1933	35658	67007
grid.154185.c	Aarhus University Hospital	https://en.wikipedia.org/wiki/Aarhus_University_Hospital	0.4802	-0.4894	12	1300	8821	13469
grid.15444.30	Yonsei University	http://en.wikipedia.org/wiki/Yonsei_University	-0.8916	0.6039	11	1740	21540	47355
grid.15447.33	Saint Petersburg State University	http://en.wikipedia.org/wiki/Saint_Petersburg_State_University	0.2169	-0.6692	6	1200	7420	17700
grid.15485.3d	Helsinki University Central Hospital	https://en.wikipedia.org/wiki/Helsinki_University_Central_Hospital	0.4089	-0.7525	12	1172	6781	8949
grid.15496.3f	Vita-Salute San Raffaele University	http://en.wikipedia.org/wiki/Vita-Salute_San_Raffaele_University	0.7564	0.3996	10	1087	2862	3850
grid.15538.3a	Kingston University	http://en.wikipedia.org/wiki/Kingston_University	0.1187	-0.5025	5	706	1602	3298
grid.155956.b	Centre for Addiction and Mental Health	http://en.wikipedia.org/wiki/Centre_for_Addiction_and_Mental_Health	-0.0459	-0.0009	14	943	3250	3845
grid.15596.3e	Dublin City University	http://en.wikipedia.org/wiki/Dublin_City_University	-0.1002	-0.225	5	1065	3346	6684
grid.15649.3f	GEOMAR Helmholtz Centre for Ocean Research Kiel	https://en.wikipedia.org/wiki/GEOMAR_Helmholtz_Centre_for_Ocean_Research_Kiel	0.4519	-0.2593	3	703	2712	3464
grid.156520.5	Institut Laue-Langevin	https://en.wikipedia.org/wiki/Institut_Laue%E2%80%93Langevin	0.6375	-0.1501	3	734	3289	3746
grid.15667.33	European Institute of Oncology	https://en.wikipedia.org/wiki/European_Institute_of_Oncology	0.7498	0.3613	10	1088	2729	4021
grid.15751.37	University of Huddersfield	http://en.wikipedia.org/wiki/University_of_Huddersfield	0.0212	-0.468	5	655	1705	3849
grid.15762.37	Interuniversity Microelectronics Centre	http://en.wikipedia.org/wiki/IMEC	0.8213	-0.3565	16	656	3943	5617
grid.15781.3a	Paul Sabatier University	http://en.wikipedia.org/wiki/Paul_Sabatier_University	1.026	-0.1519	8	1362	5380	8242
grid.157868.5	University Hospital of Montpellier		1.1062	-0.2262	8	914	2585	3782
grid.157927.f	Polytechnic University of Valencia	http://en.wikipedia.org/wiki/Polytechnic_University_of_Valencia	0.9331	0.4287	7	1401	7123	16124
grid.15822.3c	Middlesex University	http://en.wikipedia.org/wiki/Middlesex_University	0.095	-0.5056	5	815	1737	3718
grid.15866.3c	Czech University of Life Sciences Prague	http://en.wikipedia.org/wiki/Czech_University_of_Life_Sciences_Prague	0.682	-0.2715	6	517	1375	3161
grid.15876.3d	Koç University	http://en.wikipedia.org/wiki/Ko%C3%A7_University	0.5423	-0.7208	18	819	1912	3812
grid.158820.6	University of L'Aquila	http://en.wikipedia.org/wiki/University_of_L'Aquila	0.5615	0.4876	10	1293	5073	8266
grid.15895.30	Örebro University	http://en.wikipedia.org/wiki/%C3%96rebro_University	0.3263	-0.5602	12	882	2150	3722
grid.159791.2	GSI Helmholtz Centre for Heavy Ion Research	http://en.wikipedia.org/wiki/GSI_Helmholtz_Centre_for_Heavy_Ion_Research	0.3268	-0.0069	3	709	3765	4398
grid.16008.3f	University of Luxembourg	http://en.wikipedia.org/wiki/University_of_Luxembourg	0.6787	-0.2281	3	1173	3192	5848
grid.16149.3b	University Hospital Münster		0.7125	-0.051	3	1179	4195	7058
grid.162107.3	China University of Geosciences	http://en.wikipedia.org/wiki/China_University_of_Geosciences	-0.9314	-0.0722	2	951	10061	17649
grid.162110.5	Wuhan University of Technology	http://en.wikipedia.org/wiki/Wuhan_University_of_Technology	-0.6859	0.0594	2	762	5859	16092
grid.1623.6	Alfred Hospital	https://en.wikipedia.org/wiki/The_Alfred_Hospital	-0.1468	-0.6824	13	861	3263	4344
grid.163032.5	Shanxi University	https://en.wikipedia.org/wiki/Shanxi_University	-0.8881	-0.1711	2	639	2541	5442
grid.163555.1	Singapore General Hospital	https://en.wikipedia.org/wiki/Singapore_General_Hospital	-0.4742	-0.3022	2	824	2292	4756
grid.163577.1	University of Fukui	http://en.wikipedia.org/wiki/University_of_Fukui	-0.6922	-0.8185	4	664	2493	5675
grid.16416.34	University of Rochester	http://en.wikipedia.org/wiki/University_of_Rochester	0.0187	0.3493	1	1564	10884	18118
grid.164274.2	Eskişehir Osmangazi University	http://en.wikipedia.org/wiki/Eski%C5%9Fehir_Osmangazi_University	0.5913	-0.8809	18	782	1262	3531
grid.164295.d	"University of Maryland, College Park"	"http://en.wikipedia.org/wiki/University_of_Maryland,_College_Park"	-0.2211	0.2656	1	1726	24198	39078
grid.16463.36	University of KwaZulu-Natal	http://en.wikipedia.org/wiki/University_of_KwaZulu-Natal	0.2754	-0.3554	5	1395	6361	14659
grid.16477.33	Marmara University	http://en.wikipedia.org/wiki/Marmara_University	0.5356	-0.793	18	1143	2695	6684
grid.1649.a	Sahlgrenska University Hospital	https://en.wikipedia.org/wiki/Sahlgrenska_University_Hospital	0.3497	-0.6204	12	970	3908	5218
grid.164971.c	Loyola University Chicago	http://en.wikipedia.org/wiki/Loyola_University_Chicago	-0.1741	0.6667	1	1062	3307	6385
grid.16563.37	University of Eastern Piedmont Amadeo Avogadro	http://en.wikipedia.org/wiki/University_of_Eastern_Piedmont	0.5327	0.3153	10	1304	3046	4414
grid.166341.7	Drexel University	http://en.wikipedia.org/wiki/Drexel_University	-0.2734	0.5899	1	1547	8892	17735
grid.167436.1	University of New Hampshire	http://en.wikipedia.org/wiki/University_of_New_Hampshire	-0.2092	0.2207	1	1131	4521	7078
grid.16750.35	Princeton University	http://en.wikipedia.org/wiki/Princeton_University	0.0908	0.2512	1	1532	18798	31021
grid.16753.36	Northwestern University	http://en.wikipedia.org/wiki/Northwestern_University	-0.1299	0.575	1	1841	32595	57134
grid.168010.e	Stanford University	http://en.wikipedia.org/wiki/Stanford_University	0.1253	0.3728	1	1915	52376	89264
grid.16821.3c	Shanghai Jiao Tong University	http://en.wikipedia.org/wiki/Shanghai_Jiao_Tong_University	-0.7033	-0.1655	2	1813	32696	74757
grid.168645.8	University of Massachusetts Medical School	https://en.wikipedia.org/wiki/University_of_Massachusetts_Medical_School	0.1776	0.7368	1	1329	8099	13958
grid.16872.3a	VU University Medical Center	https://en.wikipedia.org/wiki/VU_University_Medical_Center	0.7816	-0.5799	16	1398	13963	20885
grid.16890.36	Hong Kong Polytechnic University	http://en.wikipedia.org/wiki/Hong_Kong_Polytechnic_University	-0.5901	-0.0857	2	1510	15765	25963
grid.169077.e	Purdue University	http://en.wikipedia.org/wiki/Purdue_University	-0.4462	0.2686	1	1746	23291	43576
grid.170202.6	University of Oregon	http://en.wikipedia.org/wiki/University_of_Oregon	-0.1135	0.2288	1	1212	5620	9759
grid.170205.1	University of Chicago	http://en.wikipedia.org/wiki/University_of_Chicago	-0.0873	0.524	1	1665	13134	22424
grid.170430.1	University of Central Florida	http://en.wikipedia.org/wiki/University_of_Central_Florida	-0.4661	0.4413	1	1492	7587	16223
grid.17063.33	University of Toronto	https://en.wikipedia.org/wiki/University_of_Toronto	-0.0535	0.0478	14	1944	68744	116534
grid.170693.a	University of South Florida	http://en.wikipedia.org/wiki/University_of_South_Florida	-0.4233	0.6843	1	1714	12360	24008
grid.17088.36	Michigan State University	http://en.wikipedia.org/wiki/Michigan_State_University	-0.3903	0.4141	1	1801	23404	42970
grid.17089.37	University of Alberta	http://en.wikipedia.org/wiki/University_of_Alberta	-0.2295	-0.0237	14	1900	29377	56904
grid.17091.3e	University of British Columbia	https://en.wikipedia.org/wiki/University_of_British_Columbia	-0.1505	0.0634	14	1926	39611	73847
grid.17236.31	Bournemouth University	http://en.wikipedia.org/wiki/Bournemouth_University	-0.0195	-0.4338	5	855	2093	4344
grid.17242.32	Selçuk University	http://en.wikipedia.org/wiki/Sel%C3%A7uk_University	0.5776	-0.8532	18	669	1776	6126
grid.17423.33	Instituto de Astrofísica de Canarias		0.7651	0.214	7	711	2785	3176
grid.174567.6	Nagasaki University	http://en.wikipedia.org/wiki/Nagasaki_University	-0.8901	-0.7242	4	1271	4235	9447
grid.17635.36	University of Minnesota	http://en.wikipedia.org/wiki/University_of_Minnesota	-0.1689	0.4636	1	1911	37508	70736
grid.176731.5	The University of Texas Medical Branch at Galveston	https://en.wikipedia.org/wiki/University_of_Texas_Medical_Branch	-0.0924	0.9044	1	1283	5940	11742
grid.17678.3f	Belarusian State University	http://en.wikipedia.org/wiki/Belarusian_State_University	0.3472	-0.1713	6	763	2777	5406
grid.17703.32	International Agency For Research On Cancer	https://en.wikipedia.org/wiki/International_Agency_for_Research_on_Cancer	0.371	-0.1829	12	927	2490	3077
grid.177174.3	Kyushu University	http://en.wikipedia.org/wiki/Kyushu_University	-0.8241	-0.6682	4	1718	20707	42886
grid.17788.31	Hadassah Medical Center	https://en.wikipedia.org/wiki/Hadassah_Medical_Center	0.3684	0.3712	20	1242	3328	5967
grid.18048.35	University of Hyderabad	http://en.wikipedia.org/wiki/University_of_Hyderabad	-0.3546	-0.1999	9	673	1598	6012
grid.18098.38	University of Haifa	http://en.wikipedia.org/wiki/University_of_Haifa	0.3194	0.3513	20	1117	4962	9872
grid.18147.3b	University of Insubria	http://en.wikipedia.org/wiki/University_of_Insubria	0.6934	0.2938	10	1235	3737	5944
grid.181531.f	Beijing Jiaotong University	http://en.wikipedia.org/wiki/Beijing_Jiaotong_University	-0.8228	-0.049	2	818	6471	16377
grid.181790.6	University of Leoben	http://en.wikipedia.org/wiki/University_of_Leoben	0.6058	-0.2188	3	564	1478	3442
grid.182798.d	Southern Federal University	http://en.wikipedia.org/wiki/Southern_Federal_University	0.1079	-0.7171	6	466	1366	4879
grid.183158.6	Ecole Polytechnique de Montréal	http://en.wikipedia.org/wiki/%C3%89cole_Polytechnique_de_Montr%C3%A9al	0.0933	0.0183	14	755	2599	5674
grid.183446.c	Moscow Engineering Physics Institute	https://en.wikipedia.org/wiki/National_Research_Nuclear_University_MEPhI	0.1121	-0.6102	6	753	4755	8639
grid.18376.3b	Bilkent University	http://en.wikipedia.org/wiki/Bilkent_University	0.4967	-0.7247	18	906	2669	5506
grid.184764.8	Boise State University	http://en.wikipedia.org/wiki/Boise_State_University	-0.4034	0.3443	1	1080	1704	3203
grid.184769.5	Lawrence Berkeley National Laboratory	https://en.wikipedia.org/wiki/Lawrence_Berkeley_National_Laboratory	-0.0024	0.2273	1	1572	19056	22860
grid.185648.6	University of Illinois at Chicago	http://en.wikipedia.org/wiki/University_of_Illinois_at_Chicago	-0.1518	0.5245	1	1734	18173	32785
grid.186587.5	San Jose State University	http://en.wikipedia.org/wiki/San_Jose_State_University	-0.1309	0.1756	1	752	1614	3452
grid.186775.a	Anhui Medical University	https://en.wikipedia.org/wiki/Anhui_Medical_University	-0.778	0.1511	2	579	1892	4894
grid.187073.a	Argonne National Laboratory	http://en.wikipedia.org/wiki/Argonne_National_Laboratory	-0.3065	0.1583	1	1327	13160	16789
grid.18763.3b	Moscow Institute of Physics and Technology	https://en.wikipedia.org/wiki/Moscow_Institute_of_Physics_and_Technology	0.1084	-0.6688	6	908	4498	6701
grid.18803.32	University of Huelva	http://en.wikipedia.org/wiki/University_of_Huelva	0.8722	0.2592	7	587	1728	3072
grid.18886.3f	Institute of Cancer Research	http://en.wikipedia.org/wiki/Institute_of_Cancer_Research	0.2968	-0.0668	5	1103	2681	4198
grid.18887.3e	San Raffaele Hospital	https://en.wikipedia.org/wiki/San_Raffaele_Hospital	0.7347	0.3954	10	1310	7440	10470
grid.18919.38	Kurchatov Institute	https://en.wikipedia.org/wiki/Kurchatov_Institute	0.1058	-0.6376	6	832	3498	5354
grid.189504.1	Boston University	http://en.wikipedia.org/wiki/Boston_University	0.2645	0.5814	1	1752	20559	33251
grid.189509.c	Duke University Hospital	https://en.wikipedia.org/wiki/Duke_University_Hospital	-0.2656	0.9129	1	1423	14728	23780
grid.189967.8	Emory University	http://en.wikipedia.org/wiki/Emory_University	-0.1246	0.7631	1	1730	26657	48630
grid.19003.3b	Indian Institute of Technology Roorkee	http://en.wikipedia.org/wiki/Indian_Institute_of_Technology_Roorkee	-0.35	-0.1757	9	754	2718	9974
grid.19006.3e	University of California Los Angeles	"http://en.wikipedia.org/wiki/University_of_California,_Los_Angeles"	-0.0237	0.4458	1	1919	51715	89800
grid.190737.b	Chongqing University	http://en.wikipedia.org/wiki/Chongqing_University	-0.7594	-0.1148	2	966	8704	21000
grid.19188.39	National Taiwan University	http://en.wikipedia.org/wiki/National_Taiwan_University	-0.794	0.9379	17	1772	30168	49543
grid.19373.3f	Harbin Institute of Technology	https://en.wikipedia.org/wiki/Harbin_Institute_of_Technology	-0.878	-0.2811	2	1237	19404	47232
grid.194645.b	University of Hong Kong	http://en.wikipedia.org/wiki/University_of_Hong_Kong	-0.523	-0.0504	2	1832	20639	36348
grid.19477.3c	Norwegian University of Life Sciences	http://en.wikipedia.org/wiki/Norwegian_University_of_Life_Sciences	0.4553	-0.5671	12	1039	3522	6764
grid.1957.a	RWTH Aachen University	http://en.wikipedia.org/wiki/RWTH_Aachen_University	0.4547	-0.0703	3	1676	17504	36135
grid.198530.6	Chinese Center For Disease Control and Prevention	https://en.wikipedia.org/wiki/Chinese_Center_for_Disease_Control_and_Prevention	-0.7869	0.1244	2	941	4996	9414
grid.202119.9	Inha University	http://en.wikipedia.org/wiki/Inha_University	-0.9663	0.4816	11	1125	6183	13069
grid.20256.33	Japan Atomic Energy Agency	https://en.wikipedia.org/wiki/Japan_Atomic_Energy_Agency	-0.7012	-0.6017	4	764	5579	9349
grid.202665.5	Brookhaven National Laboratory	http://en.wikipedia.org/wiki/Brookhaven_National_Laboratory	-0.0944	0.1675	1	1137	7858	10052
grid.203458.8	Chongqing Medical University	https://en.wikipedia.org/wiki/Chongqing_Medical_University	-0.7177	0.027	2	547	2007	6546
grid.203507.3	Ningbo University	http://en.wikipedia.org/wiki/Ningbo_University	-0.7989	-0.1782	2	622	3389	7685
grid.20431.34	University of Rhode Island	http://en.wikipedia.org/wiki/University_of_Rhode_Island	-0.3172	0.4085	1	1043	3338	6265
grid.20513.35	Beijing Normal University	http://en.wikipedia.org/wiki/Beijing_Normal_University	-0.9511	0.011	2	1217	10948	18889
grid.20515.33	University of Tsukuba	http://en.wikipedia.org/wiki/University_of_Tsukuba	-0.6775	-0.5714	4	1629	15512	28945
grid.20561.30	South China Agricultural University	http://en.wikipedia.org/wiki/South_China_Agricultural_University	-0.6537	0.0764	2	627	3335	6857
grid.205975.c	"University of California, Santa Cruz"	"http://en.wikipedia.org/wiki/University_of_California,_Santa_Cruz"	0.0007	0.1742	1	1376	9458	14261
grid.20627.31	Ohio University	http://en.wikipedia.org/wiki/Ohio_University	-0.4369	0.5195	1	1340	3695	7480
grid.20736.30	Federal University of Paraná	http://en.wikipedia.org/wiki/Federal_University_of_Paran%C3%A1	0.9122	0.7402	15	1260	7589	16333
grid.207374.5	Zhengzhou University	http://en.wikipedia.org/wiki/Zhengzhou_University	-0.8959	0.026	2	1136	5196	12866
grid.208078.5	University of Connecticut Health Center	https://en.wikipedia.org/wiki/University_of_Connecticut_Health_Center	-0.032	0.6517	1	1182	4426	8552
grid.208226.c	Boston College	http://en.wikipedia.org/wiki/Boston_College	-0.0912	0.4162	1	961	3178	6712
grid.208504.b	National Institute of Advanced Industrial Science and Technology	http://en.wikipedia.org/wiki/National_Institute_of_Advanced_Industrial_Science_and_Technology	-0.7145	-0.6336	4	1243	14119	23658
grid.20861.3d	California Institute of Technology	http://en.wikipedia.org/wiki/California_Institute_of_Technology	0.0556	0.1996	1	1520	18694	27371
grid.21006.35	University of Canterbury	http://en.wikipedia.org/wiki/University_of_Canterbury	-0.1055	-0.3178	13	1468	5962	10396
grid.21100.32	York University	http://en.wikipedia.org/wiki/York_University	-0.1105	-0.059	14	1458	7683	14387
grid.21106.34	University of Maine	http://en.wikipedia.org/wiki/University_of_Maine	-0.3435	0.142	1	943	2603	4498
grid.21107.35	Johns Hopkins University	http://en.wikipedia.org/wiki/Johns_Hopkins_University	0.0274	0.6796	1	1879	56053	96808
grid.211367.0	Jet Propulsion Lab	http://en.wikipedia.org/wiki/Jet_Propulsion_Laboratory	-0.0797	0.2138	1	955	7525	10431
grid.21200.31	Dokuz Eylül University	http://en.wikipedia.org/wiki/Dokuz_Eyl%C3%BCl_University	0.537	-0.8333	18	1068	2290	6988
grid.213876.9	University of Georgia	http://en.wikipedia.org/wiki/University_of_Georgia	-0.5109	0.456	1	1624	14054	25650
grid.213902.b	"California State University, Long Beach"	"http://en.wikipedia.org/wiki/California_State_University,_Long_Beach"	-0.1956	0.3322	1	654	1438	3093
grid.213910.8	Georgetown University	http://en.wikipedia.org/wiki/Georgetown_University	0.002	0.7838	1	1401	5792	10786
grid.213917.f	Georgia Institute of Technology	http://en.wikipedia.org/wiki/Georgia_Institute_of_Technology	-0.5296	0.1866	1	1662	22084	41592
grid.214007.0	Scripps Research Institute	http://en.wikipedia.org/wiki/Scripps_Research_Institute	0.1731	0.4253	1	1355	6435	11243
grid.214458.e	University of Michigan-Ann Arbor	http://en.wikipedia.org/wiki/University_of_Michigan	-0.2193	0.5463	1	1920	53081	96908
grid.214572.7	University of Iowa	http://en.wikipedia.org/wiki/University_of_Iowa	-0.23	0.6198	1	1748	19125	34812
grid.21507.31	University of Jaén	http://en.wikipedia.org/wiki/University_of_Ja%C3%A9n	0.8357	0.2952	7	843	2718	4919
grid.215352.2	The University of Texas at San Antonio	http://en.wikipedia.org/wiki/University_of_Texas_at_San_Antonio	-0.4881	0.5023	1	1255	5453	9263
grid.215654.1	Arizona State University	http://en.wikipedia.org/wiki/Arizona_State_University	-0.3071	0.2151	1	1710	21073	38622
grid.21604.31	Paracelsus Private Medical University of Salzburg	https://en.wikipedia.org/wiki/Paracelsus_Private_Medical_University_of_Salzburg	0.6784	0.1525	3	771	2151	3341
grid.21613.37	University of Manitoba	http://en.wikipedia.org/wiki/University_of_Manitoba	-0.1961	-0.0631	14	1732	11513	22700
grid.21626.31	Institute for Theoretical and Experimental Physics	https://en.wikipedia.org/wiki/Institute_for_Theoretical_and_Experimental_Physics	0.2056	0.0675	6	667	4653	5208
