id	label	x	y	cluster	weight<No. of pubs>	weight<No. of cits>
446	European Journal of Clinical Microbiology & Infectious Diseases	-0.25	0.5273	2	7324	25173
447	MGG Molecular & General Genetics	0.5277	0.5164	3	7315	34137
448	Plant Molecular Biology	0.5895	0.4255	3	7306	77418
449	American Journal of Transplantation	-0.3464	0.5757	2	7300	68394
450	Frontiers in Microbiology	0.4827	0.5406	3	7273	24273
451	Journal of Applied Microbiology	0.5233	0.4817	3	7267	53055
452	Protein Science	0.5576	0.7275	6	7255	70291
453	Analytical Methods	0.8707	0.3545	4	7248	18155
454	Molecular Crystals and Liquid Crystals Science and Technology Section A Molecular Crystals and Liquid Crystals	1.4585	0.0941	4	7244	13617
455	Springer Proceedings in Physics	1.1506	-0.1771	4	7244	2029
456	Equine Veterinary Journal	0.2023	0.5226	3	7218	24122
457	Czechoslovak Journal of Physics	1.3508	-0.1965	4	7199	5671
458	Journal of Nuclear Cardiology	-0.3598	0.5096	2	7194	11906
459	Mycoses	-0.0087	0.5583	2	7190	14409
460	Graefe s Archive for Clinical and Experimental Ophthalmology	-0.4358	0.6362	2	7164	22880
461	Experientia	0.4197	0.4078	3	7163	20452
462	Magnetic Resonance in Chemistry	1.1972	0.3376	4	7141	15308
464	Journal of Cerebral Blood Flow & Metabolism	-0.2775	0.4885	2	7135	95222
465	Tumor Biology	-0.2393	0.7187	2	7125	21553
467	Modern Language Journal	-0.7227	-0.5202	1	7078	14877
468	Headache The Journal of Head and Face Pain	-0.4521	0.3772	2	7073	47002
470	Journal of Guidance Control and Dynamics	0.7253	-0.5029	5	7055	53507
471	Modern Physics Letters B	1.5168	-0.2416	7	7048	9616
472	The Journal of Maternal-Fetal & Neonatal Medicine	-0.3663	0.438	2	7029	17724
473	Journal of Raman Spectroscopy	1.1845	0.2168	4	7029	34037
474	Macromolecular Rapid Communications	1.2232	0.1398	4	7027	50105
475	International Journal of Food Science & Technology	0.5378	0.4689	3	7008	27686
476	Journal of Clinical Nursing	-0.6087	-0.2313	1	6997	34980
477	Lab on a Chip	0.9398	0.2319	4	6990	90107
478	Journal of the Royal Society of Medicine	-0.4976	0.0625	2	6968	8906
479	Journal of Wildlife Management	0.5282	0.2449	3	6943	40124
480	Polymer International	1.2027	0.1275	4	6940	27874
481	Parasitology	0.3718	0.4251	3	6917	36050
482	Journal of Applied Crystallography	1.3599	0.2825	4	6905	99624
483	Journal of Cardiovascular Electrophysiology	-0.3569	0.4888	2	6903	24678
484	physica status solidi (a)	1.4871	0.0241	4	6883	16957
485	FEBS Journal	0.2188	0.7839	6	6882	52347
486	Biometrics	0.1347	-0.5241	5	6882	76094
487	Journal of Materials Chemistry C	1.5568	0.1421	4	6873	35103
488	International Journal for Numerical Methods in Fluids	0.8155	-0.4401	5	6832	26705
489	The Journal of Finance	-0.4586	-0.7047	1	6830	128820
490	Cephalalgia	-0.4521	0.3776	2	6830	52847
491	Scandinavian Journal of Immunology	-0.1978	0.7149	2	6827	23546
492	Osteoporosis International	-0.3845	0.4719	2	6812	60897
493	Journal of Physical Education Recreation & Dance	-0.6767	-0.5132	1	6809	5809
494	Chinese Journal of Chemistry	1.2843	0.3063	4	6794	10900
495	Pharmaceutical Chemistry Journal	0.7233	0.4967	4	6776	2567
496	Clinical Pediatrics	-0.4178	0.3421	2	6775	13352
497	Environmental Earth Sciences	0.6643	-0.0268	3	6773	21011
498	Monatshefte für Chemie - Chemical Monthly	1.2785	0.3165	4	6771	16375
499	European Spine Journal	-0.4228	0.495	2	6771	31853
500	Chemische Berichte	1.2882	0.3244	4	6770	20625
501	Pediatrics International	-0.3651	0.4582	2	6762	12017
502	Tissue Antigens	-0.2157	0.7143	2	6761	24147
503	Journal of Biomedical Materials Research	0.1534	0.5635	4	6752	68132
504	Surgery Today	-0.3787	0.5801	2	6733	14270
505	Conservation Biology	0.534	0.2417	3	6724	103774
506	Experimental Biology and Medicine	-0.1284	0.5921	2	6713	29737
507	Proceedings of The Royal Society A Mathematical Physical and Engineering Sciences	0.792	-0.4468	5	6696	54393
508	Ciência Rural	0.5754	0.3723	3	6695	15625
509	BioEssays	0.1645	0.6846	6	6687	51789
510	British Journal of Occupational Therapy	-0.6401	-0.2384	1	6678	13728
511	Clinical and Experimental Pharmacology and Physiology	-0.23	0.5161	2	6673	21333
512	Artificial Organs	-0.3341	0.5067	2	6668	17672
513	Transplant International	-0.3478	0.5757	2	6668	15882
514	Journal of Labelled Compounds and Radiopharmaceuticals	0.5925	0.5683	4	6665	7743
515	ChemBioChem	0.6202	0.713	4	6664	41429
519	Cadernos de Saúde Pública	-0.5613	0.0352	2	6634	40279
520	Head & Neck	-0.4248	0.5612	2	6626	31510
521	The Journal of Clinical Pharmacology	-0.2278	0.4837	2	6626	37803
522	Diagnostic Cytopathology	-0.3377	0.6296	2	6624	13959
523	Phytotherapy Research	0.1384	0.5285	2	6622	32726
524	Journal of Endocrinological Investigation	-0.3155	0.5068	2	6621	20261
525	Journal of Interdisciplinary History	-0.5257	-0.5793	1	6617	2886
526	Wireless Personal Communications	0.465	-0.5541	5	6607	7707
527	Journal of Chemical Ecology	0.5563	0.35	3	6594	50692
528	European Archives of Oto-Rhino-Laryngology	-0.4739	0.4841	2	6578	19544
529	American Journal of Industrial Medicine	-0.1802	0.2428	2	6569	31260
530	Advanced Synthesis & Catalysis	1.3943	0.3555	4	6554	74068
532	Human Mutation	-0.2845	0.5664	2	6522	54186
533	Pramana	1.4748	-0.3919	7	6520	8161
534	The Canadian Journal of Chemical Engineering	1.0795	0.1337	4	6514	10984
535	Clinical Rheumatology	-0.406	0.5991	2	6514	21962
536	Journal of Cancer Research and Clinical Oncology	-0.2644	0.6776	2	6504	23369
538	American Ethnologist	-0.5506	-0.5513	1	6490	16804
539	International Journal of Geriatric Psychiatry	-0.6115	-0.1416	1	6486	40308
541	Frontiers in Plant Science	0.5963	0.4276	3	6475	21410
542	Journal of Orthopaedic Research	-0.4157	0.5087	2	6474	52952
543	Journal of Child Neurology	-0.4324	0.3816	2	6473	23694
544	Journal of Optimization Theory and Applications	0.6347	-0.5878	5	6472	23366
545	Starch - Stärke	0.5426	0.4681	3	6466	12089
547	ILR Review	-0.5435	-0.6442	1	6450	18686
548	Journal of Neuro-Oncology	-0.3267	0.6064	2	6449	32694
549	Wiley StatsRef: Statistics Reference Online	0.1388	-0.5417	5	6441	103
550	Acta Neuropathologica	-0.2635	0.5727	2	6441	62962
551	PLoS Pathogens	0.1352	0.7366	6	6440	98976
552	Biological Trace Element Research	0.0228	0.4918	2	6423	22727
553	Green Chemistry	1.2796	0.2769	4	6415	88262
554	Prehospital and Disaster Medicine	-0.5114	-0.061	1	6409	7296
555	Pediatric Blood & Cancer	-0.3396	0.5809	2	6404	27336
556	Naunyn-Schmiedeberg s Archives of Pharmacology	-0.1508	0.5623	2	6403	28465
557	Child s Nervous System	-0.4057	0.4949	2	6399	15259
558	Journal of Coordination Chemistry	1.3041	0.3056	4	6395	19134
559	Zeitschrift für Kristallographie - Crystalline Materials	1.362	0.2765	4	6383	8199
561	Memórias do Instituto Oswaldo Cruz	0.2103	0.4575	3	6358	32582
562	Plant Cell & Environment	0.6053	0.3918	3	6331	76330
563	Liquid Crystals	1.459	0.0932	4	6328	48890
564	European Journal of Neurology	-0.4462	0.3802	2	6302	33262
565	Heredity	0.5277	0.345	3	6302	49767
566	Vox Sanguinis	-0.303	0.6341	2	6301	18513
567	Skeletal Radiology	-0.4119	0.5152	2	6287	16949
568	Chemical Engineering & Technology	1.0954	0.1618	4	6282	11817
569	Microchimica Acta	1.0137	0.3066	4	6281	24927
570	Journal of Applied Electrochemistry	1.2833	0.0913	4	6265	22585
572	Antiquity	0.5794	0.0133	3	6251	13852
573	Materialwissenschaft und Werkstofftechnik	1.2537	-0.0258	4	6239	3089
575	Journal of the Chemical Society Faraday Transactions	1.2732	0.2182	4	6226	26970
576	Neuroradiology	-0.4065	0.4964	2	6226	21210
577	Journal of the Marine Biological Association of the United Kingdom	0.5485	0.2716	3	6224	17521
579	Textile Research Journal	1.1582	0.1144	4	6199	30515
580	The Economic History Review	-0.497	-0.6269	1	6192	6177
581	Obesity Surgery	-0.3892	0.5485	2	6177	37428
582	Journal of Cardiovascular Magnetic Resonance	-0.3619	0.4983	2	6176	11597
583	Scandinavian Journal of Clinical and Laboratory Investigation	-0.3013	0.5229	2	6174	14935
584	BMC Infectious Diseases	-0.2438	0.4469	2	6174	27580
585	Epidemiology and Infection	0.0824	0.4753	3	6170	27952
586	Neuropsychopharmacology	-0.5176	0.1159	2	6166	75932
587	Lipids	0.2386	0.4906	3	6164	31793
588	Arquivos de Neuro-Psiquiatria	-0.4551	0.3635	2	6159	14817
589	Pediatric Surgery International	-0.3656	0.5473	2	6156	10759
590	Weather	0.6696	-0.0683	3	6148	5404
591	Evidence-based Complementary and Alternative Medicine	-0.1241	0.5221	2	6116	18097
592	International Journal of Systems Science	0.6527	-0.5174	5	6106	14250
593	Journal of Microscopy	0.398	0.3896	4	6106	36542
594	Fresenius Zeitschrift für Analytische Chemie	0.8854	0.3292	4	6098	4833
595	Encyclopedia of Reagents for Organic Synthesis	1.2872	0.3273	4	6087	79
596	International Journal of Bifurcation and Chaos	0.6813	-0.569	5	6083	27487
597	Journal of Plant Nutrition	0.5996	0.3648	3	6083	23966
598	Molecular Biology Reports	0.1723	0.5959	3	6069	24874
600	International Journal of Obesity	-0.4214	0.2037	2	6059	84475
601	Journal of Histochemistry & Cytochemistry	-0.1184	0.6149	2	6049	73166
603	Theoretical and Mathematical Physics	0.7016	-0.6115	5	6040	10844
605	Aquaculture Research	0.4823	0.3505	3	6026	22314
606	British Journal of Urology	-0.3465	0.5467	2	6015	13264
607	Current Microbiology	0.5278	0.4955	3	6009	22037
608	The Science of Nature	0.5411	0.2985	3	6007	25081
609	Drug Development and Industrial Pharmacy	0.1167	0.5926	4	6006	22714
610	Pediatric Anesthesia	-0.3884	0.4456	2	5993	15595
611	Journal of Small Animal Practice	0.2011	0.523	3	5970	11195
612	The European Physical Journal D	1.6308	-0.317	7	5959	24356
613	The Prostate	-0.2451	0.657	2	5938	33496
614	Polymer Journal	1.2086	0.1351	4	5934	22666
615	Analysis	-0.7711	-0.4845	1	5930	6761
616	Archives of Toxicology	-0.024	0.5003	2	5923	29348
617	Journal of the American Society for Mass Spectrometry	0.8276	0.4243	4	5903	45431
618	Urban Studies	-0.5017	-0.5832	1	5900	49508
619	Physik Journal	1.62	-0.1964	7	5892	1131
620	CardioVascular and Interventional Radiology	-0.3789	0.5218	2	5890	15366
621	Archives of Microbiology	0.5312	0.5067	3	5884	30741
622	Pediatric Dermatology	-0.2819	0.6007	2	5873	14804
623	Echocardiography	-0.3604	0.4921	2	5863	9571
624	Archiv der Pharmazie	1.1573	0.3772	4	5854	10234
625	Journal of Phycology	0.6067	0.3011	3	5848	41017
626	Plant Cell Reports	0.5895	0.4147	3	5845	35285
627	Letters in Applied Microbiology	0.5246	0.4819	3	5840	25878
628	Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques	-0.4407	0.3951	2	5836	16134
629	Mycologia	0.5707	0.3834	3	5829	22843
630	Developmental Dynamics	0.0068	0.6905	6	5827	47230
631	Environmental Technology	0.7114	0.2694	3	5819	14833
633	Journal of the Society of Dyers and Colourists	1.1543	0.1181	4	5807	10381
634	Nonlinear Dynamics	0.7037	-0.5073	5	5795	31964
635	Canadian Journal of Political Science	-0.5421	-0.5931	1	5790	3328
636	World Journal of Microbiology and Biotechnology	0.5607	0.4779	3	5782	22891
638	Proceedings of The Nutrition Society	-0.2095	0.3814	2	5770	24061
639	Pediatric Cardiology	-0.3623	0.4901	2	5765	13372
640	Acta Crystallographica Section D Biological Crystallography	0.6963	0.7771	6	5760	91362
641	Genome Biology	0.2307	0.6924	6	5738	88828
642	Ergonomics	-0.4968	-0.4079	1	5729	37443
643	European Journal of Nuclear Medicine and Molecular Imaging	-0.3614	0.5355	2	5725	35321
644	International Journal of Environmental Research and Public Health	-0.3241	0.0291	1	5723	19403
645	The Economic Journal	-0.4668	-0.6545	1	5721	46624
646	Calcified Tissue International	-0.3232	0.5157	2	5712	36485
648	Clinical Otolaryngology	-0.4754	0.4839	2	5700	14339
649	PLoS Computational Biology	0.2835	0.6097	6	5695	60829
650	BMC Health Services Research	-0.5712	-0.1882	1	5694	29836
651	PLoS Neglected Tropical Diseases	0.1451	0.4723	3	5688	43288
652	Pathology International	-0.3309	0.6324	2	5687	11533
653	Injury Prevention	-0.5383	-0.1542	1	5674	10347
654	Archiv der Mathematik	0.6703	-0.6071	5	5669	7146
655	Nature Neuroscience	-0.361	0.2367	2	5663	188929
656	Knee Surgery Sports Traumatology Arthroscopy	-0.4332	0.5008	2	5663	37011
657	Archives of Disease in Childhood - Fetal and Neonatal Edition	-0.3778	0.4211	2	5662	21280
658	Journal of Medical Ethics	-0.5864	-0.2331	1	5659	16331
659	Environment and Planning A	-0.5006	-0.5829	1	5658	52477
660	International Journal of STD & AIDS	-0.5258	-0.0688	1	5656	14142
661	Frontiers in Immunology	-0.1643	0.764	2	5636	18434
662	Medical Teacher	-0.6081	-0.1939	1	5633	26644
663	European Journal Of Haematology	-0.2996	0.6444	2	5620	19142
664	Journal Of Clinical Periodontology	-0.5229	0.5576	8	5620	68709
665	Molecular Reproduction and Development	0.0641	0.5876	2	5606	23414
666	Mathematische Nachrichten	0.6711	-0.6055	5	5603	6818
668	Frontiers in Neuroscience	-0.3727	0.2359	2	5602	11082
669	Journal of Veterinary Internal Medicine	0.2006	0.5228	3	5594	22414
670	Applied Economics Letters	-0.4609	-0.6592	1	5584	10750
671	International Journal of Electronics	0.9614	-0.3871	5	5580	8184
672	Journal of Biomedical Materials Research Part A	0.1497	0.5672	4	5573	39247
673	Acta Physiologica Scandinavica	-0.2477	0.4863	2	5567	22260
674	The China Quarterly	-0.5295	-0.5897	1	5564	9033
675	European Journal of Clinical Investigation	-0.3021	0.5176	2	5563	27143
676	Journal of Experimental Zoology	0.4301	0.3641	3	5550	19083
677	Acta Oncologica	-0.3587	0.5864	2	5549	24165
678	The Physician and Sportsmedicine	-0.4477	0.3459	2	5539	5431
680	Entomologia Experimentalis et Applicata	0.5547	0.3509	3	5533	29397
681	Current Eye Research	-0.4341	0.6375	2	5530	19366
683	"Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering"	0.462	-0.554	5	5509	1152
684	Mathematische Zeitschrift	0.6721	-0.6077	5	5507	13002
685	Journal of Gastrointestinal Surgery	-0.3832	0.5809	2	5501	28605
686	Liver Transplantation	-0.3522	0.5819	2	5494	34743
687	International Orthopaedics	-0.4292	0.503	2	5491	22951
689	Journal of Clinical Psychology	-0.6587	-0.3569	1	5486	36464
690	General Relativity and Gravitation	1.5254	-0.6837	7	5480	26308
691	Journal of Cutaneous Pathology	-0.283	0.6058	2	5479	15082
692	Chemical Society Reviews	1.3833	0.3	4	5477	305804
693	Journal of Nanoparticle Research	1.1353	0.1615	4	5457	27977
694	Cellular and Molecular Life Sciences	0.0079	0.7482	6	5455	79056
695	Journal of Materials Engineering and Performance	1.2582	-0.0283	4	5455	10598
696	Psychophysiology	-0.6994	-0.2704	1	5449	48971
697	Journal of Public Health	-0.5532	-0.1457	1	5444	13644
698	Fresenius Journal of Analytical Chemistry	0.889	0.3219	4	5443	14490
699	International Urology and Nephrology	-0.3415	0.54	2	5441	9156
700	Geological Magazine	0.6966	-0.0111	3	5437	9017
701	Polymer Composites	1.1967	0.1155	4	5426	20899
702	International Journal of Climatology	0.6685	-0.0669	3	5421	53037
703	Multimedia Tools and Applications	0.4653	-0.5513	5	5420	7034
704	Journal of Child Psychology and Psychiatry	-0.6824	-0.359	1	5420	94232
705	Journal of the Chinese Chemical Society	1.2549	0.3128	4	5420	10313
707	Astronomische Nachrichten	1.2629	-0.5347	7	5415	2483
708	International Journal of Urology	-0.346	0.549	2	5407	13056
709	Journal of Composite Materials	1.1797	0.0773	4	5404	27769
710	European Journal of Applied Physiology	-0.4099	0.2849	2	5403	35569
712	Freshwater Biology	0.5824	0.2299	3	5377	62144
713	Pacific Journal of Mathematics	0.672	-0.608	5	5376	10955
714	Polymer Chemistry	1.2398	0.1501	4	5374	41196
715	Clinical Oral Implants Research	-0.5223	0.557	8	5374	43467
718	Stem Cells	-0.1376	0.6975	2	5349	74172
719	Journal of Materials Science Materials in Medicine	0.1626	0.5593	4	5345	29044
720	Korean Journal of Chemical Engineering	1.0915	0.1616	4	5344	10155
721	Journal of Sol-Gel Science and Technology	1.2826	0.1103	4	5343	17772
722	The Journal of Agricultural Science	0.5624	0.3744	3	5337	13428
723	Sociology	-0.5754	-0.5505	1	5336	27767
724	BMC Research Notes	-0.2628	0.3826	2	5332	15112
725	Ophthalmic and Physiological Optics	-0.4373	0.6348	2	5326	9876
726	Earth Surface Processes and Landforms	0.6489	-0.0323	3	5318	31094
728	Journal of Propulsion and Power	0.8378	-0.4502	5	5305	34692
729	Colorectal Disease	-0.3869	0.5752	2	5288	18230
730	Ecological Applications	0.5663	0.2302	3	5287	85647
731	Current Medical Research and Opinion	-0.3431	0.4559	2	5285	27321
732	Annals of Clinical Biochemistry An international journal of biochemistry and laboratory medicine	-0.2945	0.5158	2	5284	13330
733	Proceedings of the Zoological Society of London	0.5321	0.2719	3	5275	6397
734	Abstract and Applied Analysis	0.6664	-0.5993	5	5275	6419
735	Journal of Applied Ecology	0.5564	0.2586	3	5275	67914
736	Bulletin of the London Mathematical Society	0.6711	-0.6079	5	5272	6604
737	Journal of Inherited Metabolic Disease	-0.3053	0.5333	2	5260	20936
738	Scandinavian Journal of Infectious Diseases	-0.2728	0.5239	2	5256	17671
739	Applied Mathematics and Mechanics	0.7844	-0.4418	5	5252	4354
740	Journal of Spacecraft and Rockets	0.8355	-0.4521	5	5251	24120
741	Behavioral Ecology and Sociobiology	0.52	0.2676	3	5244	56789
742	Journal of School Health	-0.62	-0.3	1	5236	18419
743	Radio Science	0.9601	-0.3743	3	5234	24403
744	JAWRA Journal of the American Water Resources Association	0.6079	-0.0166	3	5232	26566
745	European Journal of Pain	-0.446	0.3591	2	5228	19144
746	Annals of Hematology	-0.301	0.6483	2	5225	18978
748	Journal of Clinical Ultrasound	-0.3823	0.5153	2	5218	8817
749	Perception	-0.747	-0.4077	1	5217	31773
750	Supportive Care in Cancer	-0.5321	0.0369	2	5217	27883
751	Plant Pathology	0.5715	0.3863	3	5215	22555
752	Journal of Mechanical Science and Technology	0.7852	-0.4303	5	5215	8761
753	Drying Technology	0.552	0.4588	3	5206	28565
754	Transition Metal Chemistry	1.3019	0.3054	4	5198	12265
755	Microbiology and Immunology	0.0558	0.6248	3	5197	18212
756	Liver International	-0.3532	0.6516	2	5193	28532
757	Plant Cell Tissue and Organ Culture (PCTOC)	0.5896	0.4102	3	5189	25917
758	Journal of Biogeography	0.5662	0.2651	3	5175	61584
759	Malaria Journal	0.0507	0.3715	3	5173	39319
760	Disability and Rehabilitation	-0.6257	-0.1949	1	5171	34593
761	Annals of Biomedical Engineering	-0.121	0.3749	2	5169	30052
762	Angiology	-0.3575	0.4991	2	5168	11683
763	The American Statistician	0.1302	-0.5355	5	5165	13189
764	International Journal of Fracture	0.8505	-0.3751	5	5165	14613
766	Rheumatology International	-0.4047	0.5998	2	5157	18229
767	Obesity	-0.4216	0.2078	2	5157	49783
768	Scientometrics	-0.5406	-0.7135	1	5144	30115
769	Infection	-0.2742	0.5235	2	5144	12448
770	Biotechnology Progress	0.5867	0.4986	3	5143	29525
771	Advances in Applied Probability	0.2301	-0.5842	5	5134	11519
772	JDDG Journal der Deutschen Dermatologischen Gesellschaft	-0.2802	0.5996	2	5131	3965
774	Journal of Ecology	0.589	0.2856	3	5121	82642
775	Chemical Engineering Communications	1.0802	0.1331	4	5119	8556
776	Mathematical Methods in the Applied Sciences	0.6727	-0.5986	5	5101	8087
777	NASSP Bulletin	-0.6906	-0.5287	1	5089	3456
778	Perspectives on Politics	-0.5421	-0.5912	1	5087	6335
779	International Journal of Gynecological Cancer	-0.3342	0.604	2	5086	15847
780	Climatic Change	0.527	-0.058	3	5083	59074
781	Andrologia	-0.1923	0.548	2	5075	8721
782	Experiments in Fluids	0.8392	-0.4482	5	5072	33801
